customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Monthly,Total,Contas_Diarias,Faixa_Tempo,Ticket_Mensal_Medio,Churn_bin,Qtd_Servicos
4369-HTUIF,Evasão,Masculino,1,0,0,6,1,No,Fiber optic,Yes,No,No,No,Yes,No,Month-To-Month,1,Bank Transfer (Automatic),85.15,503.6,2.7977777777777777,0-6m,83.93333333333334,1,2
4369-NYSCF,Permanência,Masculino,0,0,0,56,1,No,DSL,No,Yes,No,Yes,Yes,Yes,One Year,1,Bank Transfer (Automatic),75.75,4284.65,2.5503869047619045,3+a,76.51160714285713,0,4
4373-MAVJG,Evasão,Feminino,0,1,1,14,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-To-Month,1,Bank Transfer (Automatic),90.9,1259.0,2.9976190476190476,1-2a,89.92857142857143,1,2
4373-VVHQL,Permanência,Masculino,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-To-Month,1,Electronic Check,44.75,44.75,1.4916666666666667,0-6m,44.75,0,0
4374-YMUSQ,Permanência,Masculino,0,0,0,34,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One Year,0,Credit Card (Automatic),116.25,3899.05,3.8225980392156864,2-3a,114.6779411764706,0,6
4376-KFVRS,Permanência,Masculino,0,1,1,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,1,Credit Card (Automatic),114.05,8468.2,3.9204629629629633,3+a,117.6138888888889,0,6
4377-VDHYI,Permanência,Masculino,0,1,1,32,1,No,Fiber optic,Yes,Yes,No,No,No,Yes,One Year,1,Electronic Check,90.8,3023.85,3.14984375,2-3a,94.4953125,0,3
4378-BZYFP,Permanência,Masculino,0,0,0,17,1,No,No,No,No,No,No,No,No,One Year,1,Mailed Check,20.5,365.8,0.7172549019607843,1-2a,21.51764705882353,0,0
4378-MYPGO,Permanência,Masculino,0,1,1,68,1,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two Year,1,Bank Transfer (Automatic),105.25,7173.15,3.51625,3+a,105.4875,0,5
4381-MHQDC,Permanência,Feminino,0,0,0,47,1,Yes,DSL,Yes,No,Yes,Yes,No,No,Two Year,1,Mailed Check,65.0,2879.9,2.0424822695035463,3+a,61.274468085106385,0,3
4385-GZQXV,Evasão,Feminino,1,0,0,16,1,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-To-Month,1,Electronic Check,94.45,1511.2,3.1483333333333334,1-2a,94.45,1,3
4385-ZKVNW,Permanência,Masculino,0,1,1,44,1,No,DSL,No,Yes,No,Yes,No,No,Month-To-Month,1,Bank Transfer (Automatic),54.9,2549.1,1.9311363636363637,3+a,57.934090909090905,0,2
4389-UEFCZ,Permanência,Feminino,0,1,0,72,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two Year,1,Electronic Check,105.5,7544.0,3.4925925925925925,3+a,104.77777777777777,0,4
4390-KYULV,Evasão,Masculino,0,1,0,3,1,No,No,No,No,No,No,No,No,Month-To-Month,1,Credit Card (Automatic),20.55,51.15,0.5683333333333334,0-6m,17.05,1,0
4391-LNRXK,Permanência,Masculino,0,0,0,22,1,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-To-Month,1,Bank Transfer (Automatic),94.95,2142.8,3.246666666666667,1-2a,97.4,0,4
4391-RESHN,Evasão,Masculino,0,0,0,23,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-To-Month,1,Mailed Check,104.05,2470.1,3.579855072463768,1-2a,107.39565217391304,1,4
4393-GEADV,Permanência,Masculino,0,1,1,70,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,0,Credit Card (Automatic),114.75,7842.3,3.7344285714285714,3+a,112.03285714285714,0,6
4393-OBCRR,Permanência,Feminino,0,0,0,3,1,No,No,No,No,No,No,No,No,One Year,0,Mailed Check,20.25,71.2,0.7911111111111111,0-6m,23.733333333333334,0,0
4393-RYCRE,Permanência,Masculino,0,0,0,44,1,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One Year,1,Electronic Check,106.05,4510.8,3.4172727272727275,3+a,102.51818181818182,0,5
4395-PZMSN,Permanência,Masculino,1,0,0,5,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-To-Month,1,Electronic Check,85.55,408.5,2.723333333333333,0-6m,81.7,0,2
4396-KLSEH,Permanência,Masculino,0,0,0,4,1,No,No,No,No,No,No,No,No,Month-To-Month,1,Electronic Check,19.85,63.0,0.525,0-6m,15.75,0,0
4397-FRLTA,Permanência,Feminino,0,0,0,4,1,No,No,No,No,No,No,No,No,Month-To-Month,0,Mailed Check,20.15,84.5,0.7041666666666667,0-6m,21.125,0,0
4398-HSCJH,Evasão,Feminino,0,0,0,3,1,Yes,DSL,No,No,No,Yes,Yes,No,Month-To-Month,1,Electronic Check,63.6,155.65,1.7294444444444446,0-6m,51.88333333333333,1,2
4402-FTBXC,Permanência,Masculino,0,0,0,54,1,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-To-Month,0,Mailed Check,89.8,4667.0,2.880864197530864,3+a,86.42592592592592,0,3
4403-BWPAY,Permanência,Masculino,0,0,0,14,1,Yes,No,No,No,No,No,No,No,One Year,1,Credit Card (Automatic),24.8,321.7,0.7659523809523809,1-2a,22.978571428571428,0,0
4404-HIBDJ,Evasão,Feminino,0,0,0,25,1,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One Year,0,Mailed Check,74.3,1863.8,2.4850666666666665,2-3a,74.55199999999999,1,5
4412-YLTKF,Evasão,Feminino,1,0,0,27,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-To-Month,1,Electronic Check,78.05,2135.5,2.63641975308642,2-3a,79.0925925925926,1,1
4415-IJZTP,Evasão,Feminino,0,0,0,1,1,Yes,Fiber optic,No,No,No,No,No,No,Month-To-Month,1,Electronic Check,74.5,74.5,2.4833333333333334,0-6m,74.5,1,0
4415-WNGVR,Permanência,Feminino,1,1,0,12,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One Year,1,Electronic Check,79.2,943.85,2.6218055555555555,6-12m,78.65416666666667,0,5
4418-LZMSV,Permanência,Masculino,0,1,1,13,1,No,DSL,No,Yes,Yes,Yes,No,No,Month-To-Month,0,Bank Transfer (Automatic),61.8,750.1,1.9233333333333333,1-2a,57.7,0,3
4419-UJMUS,Permanência,Masculino,0,1,1,69,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two Year,1,Electronic Check,99.35,6856.45,3.312294685990338,3+a,99.36884057971014,0,3
4422-QVIJA,Permanência,Feminino,0,0,1,35,1,Yes,DSL,No,No,No,No,No,No,Month-To-Month,0,Mailed Check,50.15,1655.35,1.5765238095238094,2-3a,47.29571428571428,0,0
4423-JWZJN,Permanência,Masculino,0,1,1,64,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,One Year,0,Credit Card (Automatic),90.25,5629.15,2.931848958333333,3+a,87.95546875,0,2
4423-YLHDV,Evasão,Feminino,0,1,0,21,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-To-Month,1,Bank Transfer (Automatic),104.4,2200.25,3.4924603174603175,1-2a,104.77380952380952,1,4
4424-TKOPW,Evasão,Masculino,1,0,0,2,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-To-Month,1,Electronic Check,93.85,196.75,3.279166666666667,0-6m,98.375,1,2
4425-OWHWB,Permanência,Feminino,0,0,0,20,1,No,No,No,No,No,No,No,No,One Year,1,Credit Card (Automatic),19.35,433.75,0.7229166666666667,1-2a,21.6875,0,0
4429-WYGFR,Permanência,Masculino,0,0,0,26,1,No,DSL,No,No,No,Yes,No,No,Month-To-Month,0,Bank Transfer (Automatic),49.15,1237.3,1.5862820512820512,2-3a,47.58846153846154,0,1
4430-UZIPO,Evasão,Masculino,0,0,0,3,0,No,DSL,No,Yes,No,Yes,No,No,Month-To-Month,1,Mailed Check,36.85,108.7,1.2077777777777778,0-6m,36.233333333333334,1,2
4430-YHXGG,Permanência,Feminino,0,0,1,4,1,Yes,No,No,No,No,No,No,No,Month-To-Month,1,Mailed Check,25.45,84.2,0.7016666666666667,0-6m,21.05,0,0
4431-EDMIQ,Permanência,Feminino,0,1,1,7,1,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-To-Month,1,Electronic Check,75.7,554.05,2.638333333333333,6-12m,79.14999999999999,0,5
4432-ADRLB,Evasão,Masculino,0,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-To-Month,0,Mailed Check,44.65,74.9,1.2483333333333335,0-6m,37.45,1,0
4433-JCGCG,Evasão,Masculino,1,1,0,46,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-To-Month,1,Electronic Check,101.0,4680.05,3.3913405797101452,3+a,101.74021739130436,1,3
4439-JMPMT,Evasão,Feminino,0,1,1,5,1,No,Fiber optic,No,No,No,Yes,Yes,No,Month-To-Month,1,Electronic Check,85.75,470.95,3.1396666666666664,0-6m,94.19,1,2
4439-YRNVD,Permanência,Feminino,0,0,0,10,0,No,DSL,No,Yes,No,Yes,No,No,Month-To-Month,0,Electronic Check,36.25,374.0,1.2466666666666666,6-12m,37.4,0,2
4441-NIHPT,Evasão,Feminino,1,0,0,13,1,No,Fiber optic,No,No,Yes,No,No,No,Month-To-Month,1,Electronic Check,74.3,940.35,2.411153846153846,1-2a,72.33461538461539,1,1
4443-EMBNA,Permanência,Feminino,0,1,0,71,1,Yes,No,No,No,No,No,No,No,Two Year,0,Bank Transfer (Automatic),24.75,1836.9,0.8623943661971831,3+a,25.871830985915494,0,0
4445-KWOKW,Permanência,Feminino,0,0,0,42,1,Yes,DSL,Yes,Yes,No,No,No,No,One Year,1,Bank Transfer (Automatic),60.15,2421.6,1.9219047619047618,3+a,57.65714285714286,0,2
4445-ZJNMU,Permanência,Masculino,0,0,0,9,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-To-Month,1,Credit Card (Automatic),99.3,918.75,3.4027777777777777,6-12m,102.08333333333333,0,3
4446-BZKHU,Evasão,Masculino,0,1,0,61,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-To-Month,1,Electronic Check,105.55,6281.45,3.432486338797814,3+a,102.97459016393442,1,4
4450-DLLMH,Permanência,Masculino,0,0,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-To-Month,1,Credit Card (Automatic),71.3,157.75,2.629166666666667,0-6m,78.875,0,0
4450-MDZFX,Permanência,Masculino,0,1,1,60,1,Yes,Fiber optic,No,No,No,No,No,No,Month-To-Month,0,Bank Transfer (Automatic),74.35,4453.3,2.4740555555555557,3+a,74.22166666666666,0,0
4450-YOOHP,Permanência,Feminino,0,0,0,39,0,No,DSL,No,No,Yes,No,Yes,Yes,Month-To-Month,1,Credit Card (Automatic),50.65,1905.4,1.6285470085470086,3+a,48.85641025641026,0,3
4451-RWASJ,Permanência,Masculino,0,1,1,15,1,No,No,No,No,No,No,No,No,One Year,1,Mailed Check,19.5,239.75,0.5327777777777778,1-2a,15.983333333333333,0,0
4452-QIIEB,Permanência,Masculino,0,0,0,7,1,No,DSL,No,No,No,No,No,No,Month-To-Month,0,Mailed Check,43.9,278.4,1.3257142857142856,6-12m,39.771428571428565,0,0
4452-ROHMO,Permanência,Feminino,0,0,0,15,1,No,No,No,No,No,No,No,No,Two Year,0,Mailed Check,19.6,331.6,0.7368888888888889,1-2a,22.10666666666667,0,0
4455-BFSPD,Permanência,Feminino,0,1,0,61,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One Year,0,Bank Transfer (Automatic),101.15,6383.9,3.488469945355191,3+a,104.65409836065574,0,3
4456-RHSNB,Permanência,Feminino,0,1,1,19,1,No,DSL,No,No,Yes,No,No,No,Month-To-Month,1,Bank Transfer (Automatic),49.6,962.9,1.689298245614035,1-2a,50.67894736842105,0,1
4458-KVRBJ,Permanência,Masculino,0,0,0,59,1,Yes,No,No,No,No,No,No,No,Two Year,0,Mailed Check,25.0,1510.5,0.8533898305084746,3+a,25.60169491525424,0,0
4459-BBGHE,Permanência,Masculino,0,0,1,30,0,No,DSL,No,No,No,No,Yes,Yes,Month-To-Month,1,Electronic Check,44.5,1307.8,1.453111111111111,2-3a,43.593333333333334,0,2
4462-CYWMH,Permanência,Masculino,1,1,0,62,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-To-Month,1,Bank Transfer (Automatic),89.8,5629.55,3.0266397849462368,3+a,90.7991935483871,0,2
4464-JCOLN,Evasão,Masculino,0,1,1,2,1,No,No,No,No,No,No,No,No,One Year,0,Mailed Check,19.85,35.9,0.5983333333333333,0-6m,17.95,1,0
4465-VDKIQ,Permanência,Feminino,0,0,0,18,1,No,Fiber optic,No,Yes,Yes,No,No,No,Month-To-Month,0,Electronic Check,77.8,1358.6,2.515925925925926,1-2a,75.47777777777777,0,2
4468-KAZHE,Permanência,Feminino,1,1,0,20,1,No,DSL,No,Yes,No,No,No,Yes,Month-To-Month,1,Electronic Check,60.0,1259.35,2.0989166666666663,1-2a,62.967499999999994,0,2
4468-YDOVK,Permanência,Masculino,0,0,1,5,1,No,DSL,No,No,No,Yes,No,No,Month-To-Month,1,Bank Transfer (Automatic),48.65,235.2,1.5679999999999998,0-6m,47.04,0,1
4471-KXAUH,Evasão,Feminino,0,1,0,42,1,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-To-Month,1,Electronic Check,84.3,3588.4,2.847936507936508,3+a,85.43809523809524,1,2
4472-LVYGI,Permanência,Feminino,0,1,1,0,0,No,DSL,Yes,No,Yes,Yes,Yes,No,Two Year,1,Bank Transfer (Automatic),52.55,,0.0,,0.0,0,4
4472-VESGY,Permanência,Feminino,0,1,1,52,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-To-Month,0,Bank Transfer (Automatic),98.15,4993.4,3.200897435897436,3+a,96.02692307692307,0,4
4475-NVTLU,Permanência,Masculino,0,1,1,45,1,No,No,No,No,No,No,No,No,Two Year,0,Electronic Check,19.2,903.7,0.6694074074074075,3+a,20.082222222222224,0,0
4476-OSWTN,Permanência,Masculino,1,1,0,69,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One Year,1,Mailed Check,110.55,7610.1,3.6763768115942033,3+a,110.2913043478261,0,5
4480-MBMLB,Permanência,Feminino,0,0,0,36,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One Year,1,Bank Transfer (Automatic),104.8,3886.45,3.598564814814815,2-3a,107.95694444444445,0,4
4480-QQRHC,Permanência,Feminino,1,0,0,8,1,No,Fiber optic,No,No,Yes,No,No,No,Month-To-Month,1,Bank Transfer (Automatic),74.05,600.15,2.500625,6-12m,75.01875,0,1
4482-EWFMI,Permanência,Feminino,0,0,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-To-Month,1,Electronic Check,69.7,135.2,2.253333333333333,0-6m,67.6,0,0
4482-FTFFX,Permanência,Masculino,0,0,0,5,1,No,DSL,No,No,Yes,Yes,No,No,Month-To-Month,0,Electronic Check,56.15,291.45,1.9429999999999998,0-6m,58.29,0,2
4484-CGXFK,Evasão,Feminino,0,0,0,3,1,No,DSL,No,No,No,No,No,Yes,Month-To-Month,1,Electronic Check,55.3,196.15,2.1794444444444445,0-6m,65.38333333333334,1,1
4484-GLZOU,Evasão,Feminino,0,1,0,52,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-To-Month,1,Electronic Check,105.05,5624.85,3.605673076923077,3+a,108.17019230769232,1,4
4486-EFAEB,Permanência,Masculino,0,0,0,13,1,No,No,No,No,No,No,No,No,Month-To-Month,1,Electronic Check,20.4,251.65,0.6452564102564102,1-2a,19.357692307692307,0,0
4487-ZYJZK,Permanência,Feminino,0,1,1,38,1,No,No,No,No,No,No,No,No,One Year,0,Credit Card (Automatic),19.6,763.1,0.6693859649122808,3+a,20.08157894736842,0,0
4488-KQFDT,Permanência,Feminino,0,0,0,61,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One Year,1,Electronic Check,103.95,6423.0,3.5098360655737704,3+a,105.29508196721312,0,4
4488-PSYCG,Evasão,Masculino,0,0,0,16,1,No,No,No,No,No,No,No,No,Month-To-Month,0,Bank Transfer (Automatic),20.25,327.45,0.6821875,1-2a,20.465625,1,0
4489-SNOJF,Evasão,Feminino,0,1,1,35,1,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-To-Month,0,Electronic Check,72.25,2568.55,2.4462380952380953,2-3a,73.38714285714286,1,4
4495-LHSSK,Permanência,Feminino,0,0,1,18,1,Yes,DSL,Yes,No,No,No,No,No,Month-To-Month,0,Mailed Check,57.65,992.7,1.8383333333333334,1-2a,55.150000000000006,0,1
4500-HKANN,Permanência,Masculino,0,1,1,23,1,Yes,DSL,No,Yes,No,Yes,No,No,Two Year,0,Mailed Check,59.7,1414.2,2.0495652173913044,1-2a,61.48695652173913,0,2
4501-EQDRN,Evasão,Feminino,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-To-Month,0,Bank Transfer (Automatic),69.7,69.7,2.3233333333333333,0-6m,69.7,1,0
4501-UYKBC,Permanência,Feminino,1,0,0,46,1,Yes,DSL,No,No,Yes,Yes,No,Yes,One Year,1,Credit Card (Automatic),69.1,3255.35,2.3589492753623187,3+a,70.76847826086956,0,3
4501-VCPFK,Permanência,Masculino,0,0,0,26,0,No,DSL,No,No,Yes,Yes,No,No,Month-To-Month,0,Electronic Check,35.75,1022.5,1.310897435897436,2-3a,39.32692307692308,0,2
4503-BDXBD,Evasão,Masculino,0,0,0,11,1,No,Fiber optic,No,Yes,No,No,No,No,Month-To-Month,0,Electronic Check,74.95,815.5,2.471212121212121,6-12m,74.13636363636364,1,1
4504-YOULA,Permanência,Feminino,0,1,1,35,1,Yes,DSL,Yes,Yes,No,No,No,No,Month-To-Month,1,Credit Card (Automatic),59.45,2136.9,2.035142857142857,2-3a,61.05428571428572,0,2
4505-EXZHB,Evasão,Feminino,1,0,0,6,1,No,Fiber optic,No,No,Yes,No,No,No,Month-To-Month,0,Electronic Check,74.4,434.1,2.4116666666666666,0-6m,72.35000000000001,1,1
4508-OEBEY,Permanência,Masculino,0,1,0,31,1,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One Year,1,Credit Card (Automatic),75.5,2424.45,2.6069354838709677,2-3a,78.20806451612903,0,5
4510-HIMLV,Evasão,Masculino,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-To-Month,1,Electronic Check,69.8,69.8,2.3266666666666667,0-6m,69.8,1,0
4510-PYUSH,Evasão,Feminino,1,0,0,38,1,No,DSL,Yes,Yes,No,No,No,No,Month-To-Month,1,Credit Card (Automatic),57.15,2250.65,1.9742543859649124,3+a,59.227631578947374,1,2
4512-ZUIYL,Evasão,Feminino,0,0,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-To-Month,0,Bank Transfer (Automatic),70.0,153.05,2.5508333333333337,0-6m,76.525,1,0
4513-CXYIX,Permanência,Feminino,1,1,0,71,1,Yes,Fiber optic,Yes,No,No,No,No,No,Two Year,1,Credit Card (Automatic),80.7,5676.0,2.664788732394366,3+a,79.94366197183099,0,1
4514-GFCFI,Evasão,Feminino,1,0,0,16,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-To-Month,1,Electronic Check,84.75,1350.15,2.8128125,1-2a,84.384375,1,1
4518-FZBSX,Permanência,Masculino,0,1,1,42,1,No,No,No,No,No,No,No,No,One Year,0,Mailed Check,20.25,854.9,0.6784920634920635,3+a,20.354761904761904,0,0
4521-WFJAI,Permanência,Masculino,0,0,0,56,1,Yes,No,No,No,No,No,No,No,Two Year,1,Bank Transfer (Automatic),25.95,1444.05,0.8595535714285714,3+a,25.786607142857143,0,0
4521-YEEHE,Permanência,Feminino,0,1,0,18,1,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-To-Month,1,Electronic Check,88.85,1594.75,2.953240740740741,1-2a,88.59722222222223,0,2
4522-AKYLR,Permanência,Feminino,1,0,0,13,1,No,DSL,No,Yes,Yes,No,No,No,Month-To-Month,1,Electronic Check,54.8,731.3,1.875128205128205,1-2a,56.25384615384615,0,2
4522-XRWWI,Permanência,Masculino,0,1,0,42,1,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One Year,0,Credit Card (Automatic),80.45,3375.9,2.6792857142857143,3+a,80.37857142857143,0,4
4523-WXCEF,Evasão,Feminino,0,1,0,59,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-To-Month,0,Electronic Check,101.1,6039.9,3.412372881355932,3+a,102.37118644067796,1,3
4524-QCSSM,Permanência,Masculino,0,0,0,26,0,No,DSL,Yes,Yes,No,No,No,Yes,Month-To-Month,1,Bank Transfer (Automatic),44.65,1156.55,1.4827564102564101,2-3a,44.482692307692304,0,3
4525-VZCZG,Permanência,Masculino,0,0,1,54,1,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One Year,1,Electronic Check,105.85,5826.65,3.5966975308641973,3+a,107.90092592592592,0,5
4526-EXKKN,Permanência,Masculino,0,0,0,40,1,Yes,No,No,No,No,No,No,No,Two Year,1,Mailed Check,24.6,973.95,0.811625,3+a,24.348750000000003,0,0
4526-RMTLL,Permanência,Masculino,0,1,1,8,1,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two Year,1,Credit Card (Automatic),76.15,645.8,2.690833333333333,6-12m,80.725,0,4
4526-ZJJTM,Permanência,Feminino,1,1,0,25,1,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-To-Month,0,Bank Transfer (Automatic),88.4,2191.15,2.9215333333333335,2-3a,87.646,0,3
4529-CKBCL,Evasão,Feminino,0,0,0,2,1,No,Fiber optic,No,No,No,No,Yes,No,Month-To-Month,1,Electronic Check,80.2,146.05,2.434166666666667,0-6m,73.025,1,1
4530-NDRKU,Permanência,Feminino,0,1,1,42,1,No,No,No,No,No,No,No,No,One Year,1,Electronic Check,19.05,761.85,0.6046428571428571,3+a,18.139285714285716,0,0
4531-AUZNK,Permanência,Feminino,0,1,1,51,1,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One Year,1,Mailed Check,95.15,5000.05,3.2680065359477126,3+a,98.04019607843138,0,3
4534-WGCIR,Permanência,Feminino,0,1,1,58,1,Yes,No,No,No,No,No,No,No,Two Year,0,Credit Card (Automatic),25.15,1509.9,0.8677586206896553,3+a,26.032758620689656,0,0
4536-PLEQY,Permanência,Masculino,0,1,0,12,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-To-Month,1,Credit Card (Automatic),85.05,999.8,2.777222222222222,6-12m,83.31666666666666,0,2
4537-CIBHB,Permanência,Feminino,0,1,1,9,1,No,No,No,No,No,No,No,No,One Year,0,Mailed Check,20.25,172.35,0.6383333333333333,6-12m,19.15,0,0
4537-DKTAL,Permanência,Feminino,0,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-To-Month,0,Electronic Check,45.55,84.4,1.4066666666666667,0-6m,42.2,0,0
4538-WNTMJ,Permanência,Feminino,0,1,1,46,1,Yes,No,No,No,No,No,No,No,One Year,0,Mailed Check,24.95,1165.9,0.8448550724637682,3+a,25.345652173913045,0,0
4541-RMRLG,Evasão,Masculino,0,0,0,7,1,No,No,No,No,No,No,No,No,Month-To-Month,0,Electronic Check,19.25,112.3,0.5347619047619048,6-12m,16.04285714285714,1,0
4544-RXFMG,Permanência,Masculino,0,1,1,8,1,No,DSL,No,No,No,No,No,No,One Year,1,Mailed Check,43.45,345.5,1.4395833333333334,6-12m,43.1875,0,0
4546-FOKWR,Permanência,Feminino,0,0,0,16,1,Yes,Fiber optic,No,No,No,No,No,No,Month-To-Month,1,Credit Card (Automatic),74.75,1129.35,2.3528124999999998,1-2a,70.584375,0,0
4547-FZJWE,Permanência,Masculino,0,1,1,55,1,No,DSL,Yes,No,No,No,No,Yes,One Year,0,Credit Card (Automatic),59.45,3157.0,1.9133333333333333,3+a,57.4,0,2
4547-KQRTM,Evasão,Feminino,0,0,0,10,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-To-Month,1,Bank Transfer (Automatic),80.05,830.7,2.769,6-12m,83.07000000000001,1,1
4547-LYTDD,Evasão,Feminino,0,0,0,16,1,Yes,Fiber optic,No,No,No,No,No,No,Month-To-Month,0,Electronic Check,72.65,1194.3,2.4881249999999997,1-2a,74.64375,1,0
4548-SDBKE,Evasão,Feminino,0,0,0,5,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-To-Month,1,Electronic Check,85.2,474.8,3.1653333333333333,0-6m,94.96000000000001,1,1
4549-ZDQYY,Permanência,Feminino,0,0,0,52,1,No,DSL,Yes,No,Yes,Yes,No,No,One Year,0,Credit Card (Automatic),57.95,3042.25,1.9501602564102565,3+a,58.50480769230769,0,3
4550-EVXNY,Evasão,Feminino,0,0,1,1,1,No,Fiber optic,No,No,No,No,No,No,Month-To-Month,1,Electronic Check,69.65,69.65,2.3216666666666668,0-6m,69.65,1,0
4550-VBOFE,Evasão,Masculino,1,1,0,70,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-To-Month,1,Electronic Check,102.95,7101.5,3.381666666666667,3+a,101.45,1,4
4553-DVPZG,Permanência,Feminino,0,1,0,62,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-To-Month,1,Electronic Check,101.35,6164.7,3.3143548387096775,3+a,99.43064516129031,0,3
4554-YGZIH,Evasão,Masculino,1,1,0,49,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-To-Month,0,Credit Card (Automatic),90.05,4547.25,3.0933673469387757,3+a,92.80102040816327,1,2
4558-CGYCZ,Permanência,Masculino,0,0,0,4,1,No,No,No,No,No,No,No,No,Month-To-Month,0,Mailed Check,19.75,78.3,0.6525,0-6m,19.575,0,0
4558-FANTW,Evasão,Feminino,0,1,1,17,1,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-To-Month,0,Electronic Check,91.85,1574.45,3.0871568627450983,1-2a,92.61470588235295,1,3
4559-UWIHT,Permanência,Masculino,0,1,0,14,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-To-Month,1,Electronic Check,82.65,1185.0,2.8214285714285716,1-2a,84.64285714285714,0,2
4560-WQAQW,Permanência,Feminino,0,0,0,59,1,Yes,DSL,Yes,No,No,Yes,No,Yes,One Year,0,Bank Transfer (Automatic),68.7,4070.95,2.2999717514124294,3+a,68.99915254237288,0,3
4565-EVZMJ,Permanência,Feminino,0,0,0,47,1,No,DSL,Yes,Yes,No,Yes,No,No,One Year,1,Mailed Check,58.9,2813.05,1.9950709219858158,3+a,59.85212765957447,0,3
4565-NLZBV,Permanência,Feminino,0,1,0,71,1,Yes,No,No,No,No,No,No,No,Two Year,1,Bank Transfer (Automatic),24.65,1710.15,0.802887323943662,3+a,24.086619718309862,0,0
4566-GOLUK,Evasão,Masculino,0,1,1,47,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-To-Month,1,Bank Transfer (Automatic),107.35,5118.95,3.630460992907801,3+a,108.91382978723404,1,4
4566-NECEV,Permanência,Masculino,0,0,0,5,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-To-Month,0,Electronic Check,96.55,500.1,3.334,0-6m,100.02000000000001,0,3
4566-QVRRW,Evasão,Feminino,0,1,0,11,1,No,DSL,No,No,No,No,No,No,Month-To-Month,1,Electronic Check,44.05,483.7,1.4657575757575758,6-12m,43.97272727272727,1,0
